Sequence_Name,Source_File,Sequence_Length,pI,MW,Polar_Pct,A_Pct,L_Pct,V_Pct,I_Pct,P_Pct,F_Pct,W_Pct,M_Pct,G_Pct,GRAVY_Score,Avg_KD_Hydrophobicity,Max_KD_Hydrophobicity
Pamvatamig_EGFR-ERBB1-HER1_Light_Chain_2,pamvatamig.py,107,8.64,11515.67,0.59,5.61,6.54,3.74,5.61,6.54,3.74,0.93,0.93,7.48,-0.37,-0.37,1.84
Petosemtamab_EGFR-ERBB1-HER1_Heavy_Chain_1,petosemtamab.py,120,6.09,13407.82,0.53,7.5,7.5,7.5,2.5,2.5,5,4.17,1.67,9.17,-0.25,-0.23,1.65
Petosemtamab_EGFR-ERBB1-HER1_Light_Chain_1,petosemtamab.py,107,8.64,11515.67,0.59,5.61,6.54,3.74,5.61,6.54,3.74,0.93,0.93,7.48,-0.37,-0.37,1.84
Petosemtamab_LGR5_Heavy_Chain_2,petosemtamab.py,127,5.24,13992.35,0.57,6.3,5.51,7.87,1.57,2.36,3.94,3.15,1.57,10.24,-0.34,-0.32,1.65
Petosemtamab_LGR5_Light_Chain_2,petosemtamab.py,107,8.64,11515.67,0.59,5.61,6.54,3.74,5.61,6.54,3.74,0.93,0.93,7.48,-0.37,-0.37,1.84
Reozalimab_PDCD1-CD279-PD1_Heavy_Chain_1,reozalimab.py,120,5.74,12834.13,0.53,9.17,5,9.17,3.33,2.5,3.33,2.5,1.67,10,-0.15,-0.13,1.65
Reozalimab_PDCD1-CD279-PD1_Light_Chain_1,reozalimab.py,107,8.71,11351.56,0.53,7.48,6.54,4.67,5.61,5.61,4.67,1.87,0.93,9.35,-0.21,-0.21,1.9
Reozalimab_PDL1-CD274_Heavy_Chain_2,reozalimab.py,123,8.55,13297.73,0.54,8.13,3.25,8.94,4.07,4.07,2.44,2.44,2.44,10.57,-0.24,-0.22,1.71
Reozalimab_PDL1-CD274_Light_Chain_2,reozalimab.py,110,6.25,11283.21,0.55,4.55,8.18,5.45,4.55,6.36,1.82,0.91,0,12.73,-0.31,-0.32,1.95
Rezetamig_CD3_Heavy_Chain_1,rezetamig.py,123,8.64,13312.65,0.51,8.13,8.94,6.5,2.44,1.63,2.44,3.25,1.63,13.82,-0.29,-0.27,1.65
Rezetamig_CD3_Light_Chain_1,rezetamig.py,107,8.72,11646.86,0.54,8.41,6.54,4.67,4.67,5.61,3.74,2.8,0.93,8.41,-0.32,-0.32,1.28
Rezetamig_SIGLEC2-CD22_Heavy_Chain_2,rezetamig.py,118,5.69,12939.1,0.59,3.39,8.47,6.78,4.24,4.24,0.85,3.39,0,9.32,-0.44,-0.43,1.65
Rezetamig_SIGLEC2-CD22_Light_Chain_2,rezetamig.py,107,8.72,11646.86,0.54,8.41,6.54,4.67,4.67,5.61,3.74,2.8,0.93,8.41,-0.32,-0.32,1.28
Rilvegostomig_PDCD1-CD279-PD1_Heavy_Chain_1,rilvegostomig.py,122,6.85,13490.78,0.54,8.2,6.56,7.38,2.46,2.46,4.1,2.46,1.64,10.66,-0.29,-0.27,1.22
Rilvegostomig_PDCD1-CD279-PD1_Light_Chain_1,rilvegostomig.py,112,9.04,12458.83,0.56,6.25,9.82,1.79,4.46,6.25,4.46,2.68,0.89,7.14,-0.39,-0.39,1.66
Rilvegostomig_TIGIT-WUCAM-VSTM3_Heavy_Chain_2,rilvegostomig.py,121,8.6,13326.87,0.51,8.26,7.44,10.74,1.65,3.31,2.48,2.48,2.48,9.92,-0.19,-0.17,1.46
Rilvegostomig_TIGIT-WUCAM-VSTM3_Light_Chain_2,rilvegostomig.py,110,6.28,11555.65,0.52,5.45,9.09,6.36,4.55,7.27,1.82,1.82,0,11.82,-0.32,-0.33,1.52
Romilkimab_IL13_Heavy_Chain_1,romilkimab.py,118,4.73,12803.18,0.52,5.08,8.47,5.93,4.24,4.24,3.39,3.39,2.54,11.02,-0.22,-0.21,1.29
Romilkimab_IL13_Light_Chain_1,romilkimab.py,111,5.21,11999.16,0.56,9.91,8.11,4.5,4.5,4.5,2.7,0.9,0.9,8.11,-0.38,-0.39,1.77
Romilkimab_IL4_Heavy_Chain_2,romilkimab.py,123,5.76,13808.21,0.57,4.88,6.5,6.5,4.07,4.07,3.25,3.25,1.63,8.94,-0.47,-0.47,1.65
Romilkimab_IL4_Light_Chain_2,romilkimab.py,107,7,11570.88,0.53,4.67,8.41,3.74,7.48,5.61,4.67,1.87,0.93,9.35,-0.15,-0.15,1.28
Sabestomig_PDCD1-CD279-PD1_Heavy_Chain_1,sabestomig.py,122,6.85,13490.78,0.54,8.2,6.56,7.38,2.46,2.46,4.1,2.46,1.64,10.66,-0.29,-0.27,1.22
Sabestomig_PDCD1-CD279-PD1_Light_Chain_1,sabestomig.py,112,9.04,12458.83,0.56,6.25,9.82,1.79,4.46,6.25,4.46,2.68,0.89,7.14,-0.39,-0.39,1.66
Sabestomig_HAVCR2-TIM3_Heavy_Chain_2,sabestomig.py,122,8.01,13169.41,0.53,7.38,8.2,6.56,1.64,1.64,3.28,2.46,1.64,13.93,-0.23,-0.21,1.65
Sabestomig_HAVCR2-TIM3_Light_Chain_2,sabestomig.py,108,6.67,11595.75,0.53,5.56,6.48,8.33,4.63,6.48,2.78,0.93,0,12.04,-0.37,-0.39,1.44
Simridarlimab_IAP-CD47_Heavy_Chain_1,simridarlimab.py,115,8.93,12406.72,0.56,5.22,7.83,7.83,4.35,4.35,0.87,3.48,0,10.43,-0.25,-0.24,1.65
Simridarlimab_IAP-CD47_Light_Chain_1,simridarlimab.py,107,9.07,11461.76,0.53,6.54,5.61,5.61,6.54,5.61,4.67,1.87,0.93,9.35,-0.17,-0.17,1.84
Simridarlimab_PDL1-CD274_Heavy_Chain_2,simridarlimab.py,132,7.97,13898.49,0.48,9.85,11.36,6.06,2.27,3.79,2.27,1.52,2.27,12.12,-0.09,-0.09,1.93
Talquetamab_GPRC5D_Heavy_Chain_1,talquetamab.py,118,8.96,12934.43,0.55,8.47,7.63,10.17,0.85,2.54,0.85,2.54,3.39,8.47,-0.29,-0.27,1.65
Talquetamab_GPRC5D_Light_Chain_1,talquetamab.py,107,9.33,11894.11,0.61,5.61,4.67,4.67,4.67,5.61,3.74,0.93,0.93,8.41,-0.6,-0.61,0.63
Talquetamab_CD3E_Heavy_Chain_2,talquetamab.py,125,9.33,13867.33,0.54,8.8,7.2,8,1.6,1.6,4,3.2,1.6,10.4,-0.31,-0.29,1.65
Talquetamab_CD3E_Light_Chain_2,talquetamab.py,109,9.1,11348.63,0.48,8.26,10.09,8.26,0.92,6.42,1.83,2.75,0,13.76,-0.16,-0.17,1.44
Tecaginlimab_CD40_Heavy_Chain_1,tecaginlimab.py,122,8.57,13591.07,0.57,4.1,4.92,9.84,2.46,2.46,1.64,2.46,3.28,11.48,-0.47,-0.45,1.65
Tecaginlimab_CD40_Light_Chain_1,tecaginlimab.py,107,7.94,11653.8,0.6,3.74,6.54,4.67,6.54,4.67,2.8,0.93,0.93,9.35,-0.36,-0.36,1.22
Tecaginlimab_TNFRSF9-CD137-4-1BB_Heavy_Chain_2,tecaginlimab.py,117,6.46,12724.15,0.5,5.98,10.26,8.55,2.56,1.71,2.56,3.42,1.71,13.68,-0.09,-0.07,1.65
Tecaginlimab_TNFRSF9-CD137-4-1BB_Light_Chain_2,tecaginlimab.py,110,5.65,11646.85,0.54,9.09,5.45,5.45,7.27,4.55,2.73,0.91,0.91,10,-0.1,-0.11,1.68
Teclistamab_TNFRSF17-CD269-BCMA-TNFRSF13A_Heavy_Chain_1,teclistamab.py,121,7.95,12999.41,0.52,4.96,9.09,7.44,4.96,4.13,2.48,3.31,0,11.57,-0.06,-0.06,1.65
Teclistamab_TNFRSF17-CD269-BCMA-TNFRSF13A_Light_Chain_1,teclistamab.py,108,5.03,11374.37,0.52,5.56,3.7,12.96,3.7,7.41,1.85,1.85,0,11.11,-0.26,-0.28,1.44
Teclistamab_CD3E_Heavy_Chain_2,teclistamab.py,125,9.33,13867.33,0.54,8.8,7.2,8,1.6,1.6,4,3.2,1.6,10.4,-0.31,-0.29,1.65
Teclistamab_CD3E_Light_Chain_2,teclistamab.py,109,9.1,11348.63,0.48,8.26,10.09,8.26,0.92,6.42,1.83,2.75,0,13.76,-0.16,-0.17,1.44
Tepoditamab_CLEC12A_Heavy_Chain_1,tepoditamab.py,118,8.59,12921.3,0.56,5.93,4.24,9.32,1.69,2.54,2.54,3.39,3.39,11.02,-0.35,-0.33,1.65
Tepoditamab_CLEC12A_Light_Chain_1,tepoditamab.py,107,8.64,11515.67,0.59,5.61,6.54,3.74,5.61,6.54,3.74,0.93,0.93,7.48,-0.37,-0.37,1.84
Tepoditamab_CD3E_Heavy_Chain_2,tepoditamab.py,118,9.47,13154.59,0.53,6.78,6.78,9.32,1.69,2.54,3.39,4.24,1.69,11.02,-0.37,-0.35,1.65
Tepoditamab_CD3E_Light_Chain_2,tepoditamab.py,107,8.64,11515.67,0.59,5.61,6.54,3.74,5.61,6.54,3.74,0.93,0.93,7.48,-0.37,-0.37,1.84
Tilatamig_MET-HGFR_Heavy_Chain_1,tilatamig.py,116,8.96,12798.14,0.57,6.9,3.45,8.62,1.72,1.72,1.72,3.45,4.31,11.21,-0.48,-0.46,1.33
Tilatamig_MET-HGFR_Light_Chain_1,tilatamig.py,107,8.6,11638.92,0.55,6.54,7.48,2.8,5.61,6.54,3.74,1.87,0.93,9.35,-0.35,-0.35,1.21
Tilatamig_EGFR-ERBB1-HER1_Heavy_Chain_2,tilatamig.py,124,9.04,13434.12,0.51,8.87,6.45,9.68,3.23,3.23,3.23,2.42,3.23,8.87,-0.13,-0.12,2.21
Tilatamig_EGFR-ERBB1-HER1_Light_Chain_2,tilatamig.py,111,5.65,11670.65,0.59,4.5,6.31,6.31,3.6,5.41,1.8,0.9,0.9,11.71,-0.43,-0.45,1.44
Tobemstomig_PDCD1-CD279-PD1_Heavy_Chain_1,tobemstomig.py,120,8.05,12977.45,0.5,5.83,10.83,8.33,2.5,2.5,3.33,2.5,1.67,12.5,-0.05,-0.03,1.89
Tobemstomig_PDCD1-CD279-PD1_Light_Chain_1,tobemstomig.py,111,4.58,12177.29,0.59,4.5,6.31,7.21,5.41,4.5,3.6,1.8,0.9,7.21,-0.4,-0.4,1.28
Tobemstomig_LAG3-CD223_Heavy_Chain_2,tobemstomig.py,121,4.55,13218.56,0.51,5.79,9.92,7.44,2.48,1.65,3.31,3.31,1.65,13.22,-0.18,-0.16,1.69
Tobemstomig_LAG3-CD223_Light_Chain_2,tobemstomig.py,107,8.64,11474.67,0.58,5.61,7.48,3.74,5.61,5.61,3.74,0.93,0.93,8.41,-0.29,-0.29,1.86
Trontinemab_APP-Abeta-1-40-42_Heavy_Chain_1,trontinemab.py,126,9.36,13727.19,0.53,7.94,7.14,8.73,1.59,2.38,3.17,2.38,1.59,11.9,-0.3,-0.28,1.65
Trontinemab_APP-Abeta-1-40-42_Light_Chain_1,trontinemab.py,108,7.97,11591.9,0.53,8.33,9.26,3.7,5.56,6.48,3.7,0.93,0.93,8.33,-0.13,-0.13,1.66
Trontinemab_TFRC-CD71_Heavy_Chain_2,trontinemab.py,122,8.6,13071.39,0.55,6.56,6.56,6.56,3.28,4.1,1.64,4.1,1.64,10.66,-0.22,-0.21,1.65
Trontinemab_TFRC-CD71_Light_Chain_2,trontinemab.py,110,9.01,11713.88,0.57,8.18,7.27,4.55,5.45,4.55,3.64,0.91,0,8.18,-0.26,-0.27,1.18
Ubamatamab_MUC16-CA125_Heavy_Chain_1,ubamatamab.py,117,9.43,12723.22,0.5,5.98,7.69,7.69,4.27,2.56,4.27,2.56,1.71,12.82,-0.14,-0.12,1.65
Ubamatamab_MUC16-CA125_Light_Chain_1,ubamatamab.py,108,8.66,11714.92,0.59,4.63,7.41,2.78,6.48,6.48,3.7,0.93,0.93,7.41,-0.35,-0.36,1.57
Ubamatamab_CD3E_Heavy_Chain_2,ubamatamab.py,124,8.59,13555.91,0.53,6.45,8.06,7.26,1.61,1.61,3.23,3.23,1.61,13.71,-0.37,-0.36,1.22
Ubamatamab_CD3E_Light_Chain_2,ubamatamab.py,108,8.66,11714.92,0.59,4.63,7.41,2.78,6.48,6.48,3.7,0.93,0.93,7.41,-0.35,-0.36,1.57
Ubletamig_MUC16-CA125_Heavy_Chain_1,ubletamig.py,129,6.33,14201.54,0.56,6.2,6.2,6.98,2.33,1.55,3.1,2.33,2.33,13.18,-0.39,-0.37,1.22
Ubletamig_MUC16-CA125_Light_Chain_1,ubletamig.py,108,8.06,11677.85,0.55,6.48,8.33,3.7,4.63,6.48,3.7,1.85,0,10.19,-0.35,-0.35,1.66
Ubletamig_CD28_Heavy_Chain_2,ubletamig.py,122,8.87,13603.14,0.56,3.28,6.56,9.02,5.74,4.1,0.82,4.1,0.82,9.84,-0.2,-0.19,1.22
Ubletamig_CD28_Light_Chain_2,ubletamig.py,108,8.06,11677.85,0.55,6.48,8.33,3.7,4.63,6.48,3.7,1.85,0,10.19,-0.35,-0.35,1.66
Vanucizumab_ANGPT2_Heavy_Chain_1,vanucizumab.py,129,8.86,14381.88,0.55,6.98,3.1,7.75,2.33,4.65,2.33,3.1,3.88,10.85,-0.49,-0.48,1.33
Vanucizumab_ANGPT2_Light_Chain_1,vanucizumab.py,108,5.07,11462.39,0.55,5.56,3.7,10.19,3.7,7.41,1.85,1.85,0,11.11,-0.48,-0.49,1.52
Vanucizumab_VEGFA_Heavy_Chain_2,vanucizumab.py,123,6.99,13727.09,0.53,7.32,7.32,7.32,0.81,3.25,4.07,4.07,1.63,11.38,-0.33,-0.31,1.65
Vanucizumab_VEGFA_Light_Chain_2,vanucizumab.py,107,6.75,11703.85,0.59,3.74,5.61,5.61,5.61,5.61,4.67,1.87,0.93,7.48,-0.34,-0.34,1.72
Volrustomig_CTLA4-CD152_Heavy_Chain_1,volrustomig.py,125,8.89,13956.44,0.54,7.2,6.4,9.6,1.6,2.4,2.4,3.2,2.4,11.2,-0.33,-0.32,1.42
Volrustomig_CTLA4-CD152_Light_Chain_1,volrustomig.py,107,7.94,11638.82,0.58,5.61,6.54,3.74,5.61,6.54,4.67,0.93,0.93,7.48,-0.34,-0.34,1.84
Volrustomig_PDCD1-CD279-PD1_Heavy_Chain_2,volrustomig.py,122,6.85,13490.78,0.54,8.2,6.56,7.38,2.46,2.46,4.1,2.46,1.64,10.66,-0.29,-0.27,1.22
Volrustomig_PDCD1-CD279-PD1_Light_Chain_2,volrustomig.py,112,9.04,12458.83,0.56,6.25,9.82,1.79,4.46,6.25,4.46,2.68,0.89,7.14,-0.39,-0.39,1.66
Vonsetamig_TNFRSF17-CD269-BCMA-TNFRSF13A_Heavy_Chain_1,vonsetamig.py,125,4.82,13948.33,0.56,6.4,7.2,8,1.6,1.6,4,3.2,2.4,9.6,-0.35,-0.33,1.65
Vonsetamig_TNFRSF17-CD269-BCMA-TNFRSF13A_Light_Chain_1,vonsetamig.py,108,8.66,11670.87,0.58,5.56,7.41,2.78,6.48,6.48,3.7,0.93,0.93,7.41,-0.33,-0.33,1.84
Vonsetamig_CD3E_Heavy_Chain_2,vonsetamig.py,124,8.01,13584.96,0.52,6.45,7.26,7.26,2.42,1.61,3.23,3.23,2.42,13.71,-0.31,-0.29,1.22
Vonsetamig_CD3E_Light_Chain_2,vonsetamig.py,108,8.66,11670.87,0.58,5.56,7.41,2.78,6.48,6.48,3.7,0.93,0.93,7.41,-0.33,-0.33,1.84
Voxalatamab_FOLH1-GCPII-PSMA_Heavy_Chain_1,voxalatamab.py,124,4.96,13522.74,0.55,6.45,8.87,7.26,1.61,1.61,3.23,2.42,1.61,12.1,-0.34,-0.32,1.65
Voxalatamab_FOLH1-GCPII-PSMA_Light_Chain_1,voxalatamab.py,107,8.07,11652.88,0.54,8.41,9.35,3.74,4.67,6.54,3.74,1.87,0,7.48,-0.31,-0.31,1.66
Voxalatamab_CD3E_Heavy_Chain_2,voxalatamab.py,125,9.33,13867.33,0.54,8.8,7.2,8,1.6,1.6,4,3.2,1.6,10.4,-0.31,-0.29,1.65
Voxalatamab_CD3E_Light_Chain_2,voxalatamab.py,109,9.1,11348.63,0.48,8.26,10.09,8.26,0.92,6.42,1.83,2.75,0,13.76,-0.16,-0.17,1.44
Zemocimig_F9a_Heavy_Chain_1,zemocimig.py,122,9.01,13594.97,0.55,4.92,7.38,7.38,3.28,2.46,3.28,3.28,0.82,12.3,-0.44,-0.42,1.65
Zemocimig_F9a_Light_Chain_1,zemocimig.py,107,6.54,11518.67,0.54,9.35,7.48,3.74,4.67,6.54,2.8,0.93,0,10.28,-0.46,-0.46,1.66
Zemocimig_F10_Heavy_Chain_2,zemocimig.py,119,5.33,13277.64,0.59,5.04,6.72,8.4,2.52,1.68,1.68,2.52,3.36,9.24,-0.53,-0.51,1.65
Zemocimig_F10_Light_Chain_2,zemocimig.py,107,5.16,11370.44,0.52,6.54,4.67,10.28,4.67,4.67,1.87,1.87,0.93,12.15,-0.23,-0.25,1.62
Zenocutuzumab_ERBB3-HER3_Heavy_Chain_1,zenocutuzumab.py,124,9.17,13984.44,0.55,6.45,4.03,8.06,1.61,2.42,3.23,4.84,3.23,11.29,-0.51,-0.5,1.65
Zenocutuzumab_ERBB3-HER3_Light_Chain_1,zenocutuzumab.py,107,8.64,11515.67,0.59,5.61,6.54,3.74,5.61,6.54,3.74,0.93,0.93,7.48,-0.37,-0.37,1.84
Zenocutuzumab_ERBB2-CD340-HER2_Heavy_Chain_2,zenocutuzumab.py,121,8.55,13326.72,0.53,10.74,5.79,7.44,2.48,4.13,3.31,3.31,0.83,9.09,-0.25,-0.23,1.65
Zenocutuzumab_ERBB2-CD340-HER2_Light_Chain_2,zenocutuzumab.py,107,8.64,11515.67,0.59,5.61,6.54,3.74,5.61,6.54,3.74,0.93,0.93,7.48,-0.37,-0.37,1.84
Zeripatamig_IAP-CD47_Heavy_Chain_1,zeripatamig.py,116,8.03,12379.62,0.52,8.62,8.62,6.9,1.72,1.72,3.45,2.59,1.72,12.93,-0.15,-0.13,1.65
Zeripatamig_IAP-CD47_Light_Chain_1,zeripatamig.py,108,9.43,11772.13,0.58,6.48,6.48,3.7,5.56,6.48,3.7,0.93,1.85,6.48,-0.44,-0.44,1.84
Zeripatamig_CD19_Heavy_Chain_2,zeripatamig.py,116,8.03,12379.62,0.52,8.62,8.62,6.9,1.72,1.72,3.45,2.59,1.72,12.93,-0.15,-0.13,1.65
Zeripatamig_CD19_Light_Chain_2,zeripatamig.py,112,4.72,12310.31,0.62,1.79,4.46,7.14,5.36,5.36,2.68,1.79,0.89,8.93,-0.53,-0.55,1.52
Zifibancimig_ANPT2_Heavy_Chain_1,zifibancimig.py,115,5.58,12795.15,0.52,5.22,8.7,6.96,2.61,2.61,5.22,3.48,1.74,11.3,-0.35,-0.32,1.65
Zifibancimig_ANPT2_Light_Chain_1,zifibancimig.py,107,6.19,12238.47,0.59,4.67,5.61,5.61,4.67,5.61,4.67,1.87,0.93,7.48,-0.54,-0.56,0.81
Zifibancimig_VEGFA_Heavy_Chain_2,zifibancimig.py,115,5.58,12795.15,0.52,5.22,8.7,6.96,2.61,2.61,5.22,3.48,1.74,11.3,-0.35,-0.32,1.65
Zifibancimig_VEGFA_Light_Chain_2,zifibancimig.py,107,6.19,12238.47,0.59,4.67,5.61,5.61,4.67,5.61,4.67,1.87,0.93,7.48,-0.54,-0.56,0.81
Zubotamig_VTCN1-B7H4_Heavy_Chain_1,zubotamig.py,117,8.66,12835.21,0.52,5.13,9.4,5.98,4.27,3.42,4.27,5.13,0,10.26,-0.17,-0.16,1.65
Zubotamig_VTCN1-B7H4_Light_Chain_1,zubotamig.py,107,9.07,11599.76,0.58,4.67,6.54,3.74,5.61,5.61,3.74,0.93,0.93,10.28,-0.49,-0.49,0.93
Zubotamig_CD3E_Heavy_Chain_2,zubotamig.py,125,9.13,13949.45,0.54,7.2,7.2,8,1.6,1.6,4,3.2,2.4,10.4,-0.35,-0.33,1.65
Zubotamig_CD3E_Light_Chain_2,zubotamig.py,109,8.76,11347.6,0.46,10.09,7.34,8.26,3.67,4.59,4.59,2.75,0,12.84,0.05,0.03,1.44
Acapatamab_FOLH1-GCPII-PSMA_Heavy_Chain_1,acapatamab.py,121,7.86,13496.15,0.51,7.44,9.09,6.61,4.13,2.48,3.31,2.48,2.48,10.74,-0.12,-0.1,1.79
Acapatamab_FOLH1-GCPII-PSMA_Light_Chain_1,acapatamab.py,107,4.72,11787.91,0.61,6.54,4.67,6.54,5.61,3.74,3.74,1.87,0.93,5.61,-0.34,-0.34,1.03
Acapatamab_CD3E_Heavy_Chain_2,acapatamab.py,125,9.08,14025.48,0.56,8,6.4,8,2.4,1.6,3.2,3.2,1.6,9.6,-0.44,-0.42,1.65
Acapatamab_CD3E_Light_Chain_2,acapatamab.py,109,8.7,11292.6,0.45,6.42,10.09,9.17,0.92,7.34,2.75,2.75,0,15.6,-0.07,-0.08,1.44
Bavunalimab_LAG3-CD223_Heavy_Chain_1,bavunalimab.py,121,4.99,13377.67,0.53,9.09,6.61,9.09,1.65,1.65,3.31,4.96,1.65,9.09,-0.27,-0.26,1.22
Bavunalimab_LAG3-CD223_Light_Chain_1,bavunalimab.py,111,4.43,12048.13,0.58,5.41,7.21,3.6,5.41,6.31,4.5,0.9,0.9,8.11,-0.43,-0.43,1.66
Bavunalimab_CTLA4-CD152_Heavy_Chain_2,bavunalimab.py,118,8.62,12922.36,0.51,6.78,8.47,7.63,1.69,2.54,4.24,2.54,2.54,12.71,-0.24,-0.22,1.33
Bavunalimab_CTLA4-CD152_Light_Chain_2,bavunalimab.py,108,8.06,11661.85,0.54,7.41,8.33,3.7,4.63,6.48,3.7,1.85,0,10.19,-0.32,-0.33,1.66
Blinatumomab_Heavy_Chain_1,blinatumomab.py,124,7.92,13684.99,0.56,8.06,4.84,6.45,2.42,2.42,2.42,4.03,2.42,10.48,-0.5,-0.5,1.22
Blinatumomab_Light_Chain_1,blinatumomab.py,111,4.81,11977.12,0.54,6.31,8.11,4.5,6.31,7.21,2.7,1.8,0,9.01,-0.39,-0.39,1.31
Blinatumomab_Heavy_Chain_2,blinatumomab.py,118,8.73,13393.75,0.64,5.93,6.78,3.39,2.54,2.54,1.69,2.54,2.54,7.63,-0.69,-0.68,1.14
Blinatumomab_Light_Chain_2,blinatumomab.py,106,8.6,11518.7,0.59,7.55,4.72,3.77,3.77,4.72,1.89,2.83,3.77,7.55,-0.46,-0.46,0.68
Brolucizumab_VEGFA_Heavy_Chain_1,brolucizumab.py,120,4.55,13160.4,0.51,5.83,9.17,6.67,2.5,3.33,2.5,4.17,1.67,13.33,-0.32,-0.3,1.65
Brolucizumab_VEGFA_Light_Chain_1,brolucizumab.py,110,6.84,11725.13,0.5,9.09,10,5.45,6.36,4.55,3.64,1.82,0.91,8.18,0.11,0.09,2.08
Cabotamig_CDH17_Heavy_Chain_1,cabotamig.py,116,5.18,12528.76,0.53,6.9,8.62,8.62,1.72,2.59,2.59,2.59,1.72,11.21,-0.19,-0.18,2.08
Cabotamig_CDH17_Light_Chain_1,cabotamig.py,107,7.96,11477.67,0.57,4.67,7.48,3.74,6.54,3.74,4.67,0.93,0.93,10.28,-0.23,-0.24,0.93
Cabotamig_CD3E_Heavy_Chain_2,cabotamig.py,122,8,13482.89,0.53,6.56,7.38,9.02,1.64,2.46,3.28,3.28,1.64,11.48,-0.32,-0.3,1.65
Cabotamig_CD3E_Light_Chain_2,cabotamig.py,107,8.62,11884.11,0.6,3.74,7.48,3.74,5.61,5.61,2.8,1.87,0.93,8.41,-0.54,-0.55,0.81
Cadonilimab_PDCD1-CD279-PD1_Heavy_Chain_1,cadonilimab.py,115,8.83,12799.29,0.55,6.96,6.09,9.57,3.48,2.61,3.48,2.61,1.74,8.7,-0.23,-0.22,2.08
Cadonilimab_PDCD1-CD279-PD1_Light_Chain_1,cadonilimab.py,107,7.95,11851.16,0.58,4.67,8.41,3.74,3.74,5.61,4.67,0.93,2.8,7.48,-0.43,-0.43,0.82
Cadonilimab_CTLA4-CD152_Heavy_Chain_2,cadonilimab.py,115,8.83,12770.29,0.54,6.96,6.09,10.43,3.48,2.61,3.48,2.61,1.74,8.7,-0.16,-0.15,2.58
Cadonilimab_CTLA4-CD152_Light_Chain_2,cadonilimab.py,109,7.92,11378.59,0.49,9.17,8.26,7.34,1.83,6.42,2.75,3.67,0,11.93,-0.14,-0.15,1.44
Cizutamig_TNFRSF17-CD269-BCMA-TNFRSF13A_Heavy_Chain_1,cizutamig.py,121,6.85,13467.81,0.56,9.09,3.31,8.26,0.83,2.48,3.31,3.31,4.13,9.09,-0.46,-0.45,1.22
Cizutamig_TNFRSF17-CD269-BCMA-TNFRSF13A_Light_Chain_1,cizutamig.py,107,7.96,11489.77,0.53,6.54,8.41,2.8,6.54,5.61,3.74,1.87,0.93,10.28,-0.23,-0.23,1.31
Cizutamig_CD3E_Heavy_Chain_2,cizutamig.py,119,6.85,13342.62,0.58,6.72,4.2,8.4,2.52,2.52,3.36,3.36,1.68,9.24,-0.51,-0.49,1.22
Cizutamig_CD3E_Light_Chain_2,cizutamig.py,112,9.2,12344.81,0.56,6.25,8.93,5.36,5.36,4.46,2.68,1.79,0.89,8.04,-0.37,-0.37,1.28
Cugrastomig_LAG3-CD223_Heavy_Chain_1,cugrastomig.py,120,5.69,13439.78,0.55,5,10,5.83,3.33,4.17,2.5,5,0,9.17,-0.39,-0.38,1.65
Cugrastomig_LAG3-CD223_Light_Chain_1,cugrastomig.py,107,6.46,11680.89,0.54,8.41,9.35,1.87,6.54,6.54,3.74,1.87,0,7.48,-0.3,-0.3,1.66
Cugrastomig_PDCD1-CD279-PD1_Heavy_Chain_2,cugrastomig.py,118,8.03,12904.19,0.51,8.47,8.47,6.78,1.69,2.54,3.39,3.39,1.69,12.71,-0.28,-0.26,1.65
Cugrastomig_PDCD1-CD279-PD1_Light_Chain_2,cugrastomig.py,107,7.95,11851.16,0.58,4.67,8.41,3.74,3.74,5.61,4.67,0.93,2.8,7.48,-0.43,-0.43,0.82
Danvilostomig_CTLA4-CD152_Heavy_Chain_1,danvilostomig.py,118,8.98,13140.55,0.53,5.93,7.63,7.63,2.54,2.54,4.24,3.39,1.69,11.02,-0.31,-0.29,1.65
Danvilostomig_CTLA4-CD152_Light_Chain_1,danvilostomig.py,108,8.06,11707.92,0.53,6.48,8.33,3.7,4.63,6.48,4.63,1.85,0,11.11,-0.31,-0.31,1.66
Danvilostomig_PDCD1-CD279-PD1_Heavy_Chain_2,danvilostomig.py,115,5.18,12331.62,0.5,7.83,8.7,6.96,4.35,1.74,1.74,3.48,1.74,13.04,-0.1,-0.08,1.65
Danvilostomig_PDCD1-CD279-PD1_Light_Chain_2,danvilostomig.py,109,8.61,11560.84,0.53,8.26,8.26,6.42,4.59,4.59,2.75,0.92,0.92,10.09,-0.09,-0.1,2.2
Donzakimig1_IL22_Heavy_Chain_1,donzakimig1.py,119,5.28,12981.49,0.48,6.72,7.56,9.24,5.88,2.52,3.36,3.36,1.68,11.76,-0.01,0.01,1.65
Donzakimig1_IL22_Light_Chain_1,donzakimig1.py,112,6.36,11934.1,0.54,9.82,7.14,5.36,4.46,4.46,3.57,1.79,0,8.93,-0.19,-0.21,1.56
Donzakimig1_ALB_Heavy_Chain_2,donzakimig1.py,121,7.97,13195.75,0.49,8.26,9.09,7.44,4.96,3.31,2.48,4.13,0.83,10.74,-0.01,0.01,1.65
Donzakimig1_ALB_Light_Chain_2,donzakimig1.py,110,6.31,11697.87,0.57,3.64,5.45,5.45,5.45,5.45,4.55,1.82,0.91,10,-0.24,-0.24,0.93
