Sequence_Name,Source_File,Sequence_Length,pI,MW,Polar_Pct,A_Pct,L_Pct,V_Pct,I_Pct,P_Pct,F_Pct,W_Pct,M_Pct,G_Pct,GRAVY_Score,Avg_KD_Hydrophobicity,Max_KD_Hydrophobicity
Enristomig_TNFRSF9-CD137-4-1BB_Heavy_Chain_2,enristomig.py,121,9.47,13073.64,49.59,909.09,743.80,991.74,247.93,330.58,330.58,165.29,165.29,1157.02,-0.20,-0.18,1.38
Envafolimab_PDL1-CD274_Heavy_Chain_1,envafolimab.py,128,9.03,13807.38,55.47,859.38,859.38,781.25,78.12,234.38,312.50,156.25,234.38,937.50,-0.27,-0.25,1.65
Erfonrilimab_PDL1-CD274_Heavy_Chain_1,erfonrilimab.py,128,9.03,13807.38,55.47,859.38,859.38,781.25,78.12,234.38,312.50,156.25,234.38,937.50,-0.27,-0.25,1.65
Erfonrilimab_CTLA4-CD152_Heavy_Chain_2,erfonrilimab.py,128,6.33,13507.00,47.66,859.38,781.25,703.12,390.62,312.50,234.38,234.38,156.25,1562.50,-0.00,0.02,1.71
Etevritamab_EGFR-ERBB1-HER1_Heavy_Chain_1,etevritamab.py,124,7.89,13943.37,54.84,645.16,725.81,887.10,241.94,161.29,322.58,322.58,161.29,1048.39,-0.39,-0.37,1.74
Etevritamab_EGFR-ERBB1-HER1_Light_Chain_1,etevritamab.py,112,8.60,12337.75,56.25,267.86,714.29,803.57,446.43,625.00,357.14,89.29,178.57,892.86,-0.35,-0.34,0.81
Etevritamab_CD3E_Heavy_Chain_2,etevritamab.py,125,9.08,14025.48,56.00,800.00,640.00,800.00,240.00,160.00,320.00,320.00,160.00,960.00,-0.44,-0.42,1.65
Etevritamab_CD3E_Light_Chain_2,etevritamab.py,109,8.70,11292.60,44.95,642.20,1009.17,917.43,91.74,733.94,275.23,275.23,0.00,1559.63,-0.07,-0.08,1.44
Flotetuzumab_IL3RA-CD123_Heavy_Chain_1,flotetuzumab.py,120,9.13,13323.92,54.17,833.33,666.67,833.33,333.33,250.00,333.33,333.33,166.67,833.33,-0.24,-0.22,1.65
Flotetuzumab_IL3RA-CD123_Light_Chain_1,flotetuzumab.py,113,5.21,12556.81,59.29,353.98,884.96,530.97,265.49,530.97,353.98,176.99,176.99,796.46,-0.51,-0.51,0.96
Flotetuzumab_CD3E_Heavy_Chain_2,flotetuzumab.py,125,8.92,13956.38,55.20,640.00,720.00,880.00,160.00,160.00,400.00,320.00,160.00,1040.00,-0.35,-0.33,1.65
Flotetuzumab_CD3E_Light_Chain_2,flotetuzumab.py,109,9.10,11393.67,46.79,1100.92,917.43,733.94,183.49,550.46,183.49,366.97,0.00,1284.40,-0.12,-0.14,1.44
Galvokimig1_IL17A-and-IL17F_Heavy_Chain_1,galvokimig1.py,125,8.03,13942.39,52.80,800.00,800.00,720.00,240.00,320.00,320.00,320.00,160.00,1040.00,-0.33,-0.31,1.65
Galvokimig1_IL17A-and-IL17F_Light_Chain_1,galvokimig1.py,107,6.80,11864.17,56.07,467.29,747.66,560.75,560.75,560.75,373.83,280.37,93.46,747.66,-0.38,-0.39,1.68
Galvokimig1_ALB_Heavy_Chain_2,galvokimig1.py,121,7.97,13195.75,48.76,826.45,909.09,743.80,495.87,330.58,247.93,413.22,82.64,1074.38,-0.01,0.01,1.65
Galvokimig1_ALB_Light_Chain_2,galvokimig1.py,110,6.31,11697.87,57.27,363.64,545.45,545.45,545.45,545.45,454.55,181.82,90.91,1000.00,-0.24,-0.24,0.93
Gefurulimab_C5_Heavy_Chain_1,gefurulimab.py,123,9.17,13485.97,52.03,1219.51,650.41,975.61,162.60,325.20,325.20,243.90,81.30,813.01,-0.29,-0.27,2.09
Gefurulimab_ALB_Heavy_Chain_2,gefurulimab.py,126,5.75,13786.97,54.76,952.38,714.29,634.92,158.73,158.73,238.10,238.10,238.10,1190.48,-0.47,-0.45,1.65
Givastomig_CLDN18_Heavy_Chain_1,givastomig.py,120,8.86,13565.02,58.33,833.33,416.67,833.33,166.67,416.67,250.00,250.00,250.00,750.00,-0.58,-0.56,1.65
Givastomig_CLDN18_Light_Chain_1,givastomig.py,113,6.37,12398.68,57.52,530.97,884.96,442.48,530.97,530.97,265.49,88.50,88.50,884.96,-0.46,-0.46,1.28
Givastomig_TNFRSF9-CD137-4-1BB_Heavy_Chain_2,givastomig.py,121,6.48,13440.82,55.37,661.16,826.45,661.16,247.93,165.29,330.58,330.58,247.93,991.74,-0.31,-0.29,1.65
Givastomig_TNFRSF9-CD137-4-1BB_Light_Chain_2,givastomig.py,110,6.74,11591.65,55.45,636.36,818.18,545.45,363.64,636.36,181.82,181.82,0.00,1090.91,-0.28,-0.29,1.44
Gocatamig1_CD3E_Heavy_Chain_1,gocatamig1.py,125,9.08,14062.52,56.00,880.00,640.00,800.00,320.00,160.00,320.00,320.00,80.00,880.00,-0.42,-0.41,1.65
Gocatamig1_CD3E_Light_Chain_1,gocatamig1.py,109,8.70,11336.66,45.87,642.20,1009.17,917.43,91.74,733.94,275.23,275.23,0.00,1467.89,-0.07,-0.09,1.52
Gocatamig1_ALB_Heavy_Chain_2,gocatamig1.py,115,8.72,12166.52,52.17,521.74,956.52,869.57,260.87,260.87,347.83,173.91,173.91,1217.39,-0.08,-0.06,1.65
Gocatamig2_DLL3_Heavy_Chain_1,gocatamig2.py,117,8.03,12630.04,52.99,769.23,940.17,940.17,341.88,256.41,85.47,256.41,170.94,940.17,-0.09,-0.07,1.65
Gontivimab_Respiratory-Syncytial-Virus-Glycoprotein-F_Heavy_Chain_1,gontivimab.py,126,4.66,13422.65,47.62,873.02,634.92,714.29,476.19,476.19,238.10,317.46,79.37,1428.57,-0.24,-0.23,1.29
Gontivimab_Respiratory-Syncytial-Virus-Glycoprotein-F_Heavy_Chain_2,gontivimab.py,126,4.69,13436.67,47.62,873.02,634.92,714.29,476.19,476.19,238.10,317.46,79.37,1428.57,-0.24,-0.23,1.29
Gresonitamab_CLDN18_Heavy_Chain_1,gresonitamab.py,125,9.18,13959.60,56.00,720.00,320.00,960.00,240.00,240.00,160.00,320.00,400.00,1040.00,-0.39,-0.38,1.22
Gresonitamab_CLDN18_Light_Chain_1,gresonitamab.py,107,8.94,11604.89,55.14,654.21,654.21,467.29,560.75,560.75,467.29,186.92,93.46,841.12,-0.28,-0.28,1.57
Gresonitamab_CD3E_Heavy_Chain_2,gresonitamab.py,125,9.08,14025.48,56.00,800.00,640.00,800.00,240.00,160.00,320.00,320.00,160.00,960.00,-0.44,-0.42,1.65
Gresonitamab_CD3E_Light_Chain_2,gresonitamab.py,109,8.70,11292.60,44.95,642.20,1009.17,917.43,91.74,733.94,275.23,275.23,0.00,1559.63,-0.07,-0.08,1.44
Imvotamab_CD3E_Heavy_Chain_1,imvotamab.py,120,8.82,13324.76,57.50,1000.00,583.33,750.00,166.67,250.00,166.67,250.00,250.00,833.33,-0.43,-0.41,1.65
Imvotamab_CD3E_Light_Chain_1,imvotamab.py,106,8.64,11388.51,58.49,471.70,471.70,471.70,471.70,660.38,377.36,188.68,188.68,849.06,-0.45,-0.45,1.02
Imvotamab_MS4A1-CD20_Heavy_Chain_2,imvotamab.py,122,8.00,13387.81,54.10,491.80,491.80,573.77,491.80,491.80,245.90,409.84,245.90,1147.54,-0.38,-0.36,1.65
Imvotamab_MS4A1-CD20_Light_Chain_2,imvotamab.py,112,8.68,12166.62,51.79,357.14,803.57,803.57,535.71,714.29,446.43,89.29,89.29,982.14,-0.18,-0.19,1.28
Inezetamab_CD40_Heavy_Chain_1,inezetamab.py,120,8.65,13107.39,52.50,750.00,833.33,666.67,166.67,166.67,333.33,416.67,166.67,1250.00,-0.27,-0.25,1.65
Inezetamab_CD40_Light_Chain_1,inezetamab.py,111,7.98,11539.61,55.86,630.63,630.63,630.63,450.45,450.45,360.36,90.09,90.09,1081.08,-0.17,-0.19,1.44
Inezetamab_MSLN_Heavy_Chain_2,inezetamab.py,117,6.75,12948.39,53.85,683.76,769.23,769.23,512.82,170.94,341.88,256.41,170.94,940.17,-0.10,-0.08,1.65
Inezetamab_MSLN_Light_Chain_2,inezetamab.py,107,9.41,11613.00,55.14,747.66,560.75,467.29,654.21,560.75,467.29,186.92,93.46,747.66,-0.29,-0.29,1.49
Ingitamig_TNFRSF17-CD269-BCMA-TNFRSF13A_Heavy_Chain_1,ingitamig.py,116,6.45,12445.76,49.14,775.86,948.28,775.86,172.41,258.62,344.83,344.83,172.41,1293.10,-0.13,-0.11,1.65
Ingitamig_TNFRSF17-CD269-BCMA-TNFRSF13A_Light_Chain_1,ingitamig.py,109,5.24,11914.07,55.05,642.20,825.69,366.97,458.72,733.94,458.72,91.74,0.00,917.43,-0.42,-0.43,1.66
Ingitamig_KLRK1-NKG2D-CD314_Heavy_Chain_2,ingitamig.py,122,8.53,13072.51,50.00,983.61,737.70,737.70,245.90,327.87,327.87,327.87,245.90,1065.57,-0.09,-0.07,1.65
Ingitamig_KLRK1-NKG2D-CD314_Light_Chain_2,ingitamig.py,107,8.91,11437.72,54.21,654.21,560.75,560.75,560.75,560.75,467.29,186.92,93.46,934.58,-0.19,-0.19,1.84
Isecarosmab_ADAMTSL5_Heavy_Chain_1,isecarosmab.py,124,7.95,13694.08,54.84,806.45,725.81,806.45,241.94,322.58,322.58,161.29,161.29,967.74,-0.41,-0.39,1.65
Isecarosmab_ALB_Heavy_Chain_2,isecarosmab.py,115,8.08,12113.37,53.04,521.74,956.52,782.61,260.87,260.87,347.83,173.91,173.91,1217.39,-0.10,-0.08,1.65
Istiratumab_IGF1R-CD221_Heavy_Chain_1,istiratumab.py,122,8.66,13190.63,50.00,737.70,819.67,655.74,245.90,327.87,409.84,245.90,245.90,1311.48,-0.23,-0.21,1.40
Istiratumab_IGF1R-CD221_Light_Chain_1,istiratumab.py,107,8.98,11571.87,56.07,560.75,841.12,280.37,560.75,560.75,373.83,186.92,93.46,934.58,-0.29,-0.29,1.22
Istiratumab_ERBB3-HER3_Heavy_Chain_2,istiratumab.py,122,5.14,13273.57,49.18,901.64,901.64,737.70,163.93,163.93,327.87,409.84,163.93,1311.48,-0.23,-0.21,1.65
Istiratumab_ERBB3-HER3_Light_Chain_2,istiratumab.py,108,5.12,11573.53,55.56,740.74,555.56,740.74,370.37,555.56,185.19,185.19,0.00,1111.11,-0.49,-0.51,1.52
Itanistomig_PDL1-CD274_Heavy_Chain_1,itanistomig.py,123,8.64,13269.81,51.22,731.71,325.20,975.61,406.50,325.20,569.11,243.90,243.90,1056.91,-0.13,-0.12,1.71
Itanistomig_PDL1-CD274_Light_Chain_1,itanistomig.py,106,8.07,11539.73,54.72,849.06,849.06,377.36,471.70,660.38,377.36,188.68,0.00,754.72,-0.35,-0.35,1.66
Itanistomig_IAP-CD47_Heavy_Chain_2,itanistomig.py,116,8.57,12800.29,53.45,517.24,517.24,689.66,517.24,344.83,258.62,344.83,344.83,1120.69,-0.33,-0.31,1.65
Itanistomig_IAP-CD47_Light_Chain_2,itanistomig.py,112,8.64,12330.70,55.36,178.57,803.57,714.29,446.43,714.29,446.43,89.29,89.29,982.14,-0.39,-0.39,1.28
Ivonescimab_VEGFA_Heavy_Chain_1,ivonescimab.py,123,6.99,13727.09,52.85,731.71,731.71,731.71,81.30,325.20,406.50,406.50,162.60,1138.21,-0.33,-0.31,1.65
Ivonescimab_VEGFA_Light_Chain_1,ivonescimab.py,107,6.75,11703.85,58.88,373.83,560.75,560.75,560.75,560.75,467.29,186.92,93.46,747.66,-0.34,-0.34,1.72
Ivonescimab_PDCD1-CD279-PD1_Heavy_Chain_2,ivonescimab.py,118,8.03,12904.19,50.85,847.46,847.46,677.97,169.49,254.24,338.98,338.98,169.49,1271.19,-0.28,-0.26,1.65
Ivonescimab_PDCD1-CD279-PD1_Light_Chain_2,ivonescimab.py,107,7.95,11851.16,57.94,467.29,841.12,373.83,373.83,560.75,467.29,93.46,280.37,747.66,-0.43,-0.43,0.82
Izalontamab_EGFR-ERBB1-HER1_Heavy_Chain_1,izalontamab.py,119,8.60,13239.61,56.30,336.13,840.34,756.30,336.13,336.13,420.17,336.13,84.03,924.37,-0.30,-0.29,1.65
Izalontamab_EGFR-ERBB1-HER1_Light_Chain_1,izalontamab.py,107,5.70,11679.78,57.94,373.83,747.66,373.83,841.12,467.29,373.83,186.92,0.00,841.12,-0.36,-0.36,1.58
Izalontamab_ERBB3-HER3_Heavy_Chain_2,izalontamab.py,118,9.01,12964.34,51.69,762.71,847.46,847.46,169.49,169.49,338.98,338.98,169.49,1186.44,-0.29,-0.28,1.65
Izalontamab_ERBB3-HER3_Light_Chain_2,izalontamab.py,111,5.39,11466.39,55.86,540.54,450.45,720.72,540.54,450.45,270.27,90.09,90.09,1261.26,-0.24,-0.25,1.74
Izuralimab_ICOS-CD278_Heavy_Chain_1,izuralimab.py,125,8.54,14045.49,56.80,720.00,320.00,800.00,240.00,240.00,240.00,320.00,400.00,1040.00,-0.48,-0.46,1.33
Izuralimab_ICOS-CD278_Light_Chain_1,izuralimab.py,107,9.07,11545.84,54.21,654.21,654.21,560.75,560.75,560.75,467.29,186.92,93.46,841.12,-0.23,-0.23,2.11
Izuralimab_PDCD1-CD279-PD1_Heavy_Chain_2,izuralimab.py,122,8.57,13713.16,54.92,409.84,819.67,901.64,163.93,163.93,327.87,327.87,163.93,1229.51,-0.37,-0.35,1.65
Izuralimab_PDCD1-CD279-PD1_Light_Chain_2,izuralimab.py,107,6.85,11661.77,56.07,560.75,560.75,747.66,373.83,560.75,467.29,93.46,0.00,1028.04,-0.41,-0.41,1.66
Ledostomig_NT5E-CALJA-CD73_Heavy_Chain_1,ledostomig.py,121,7.91,13361.66,57.85,661.16,578.51,909.09,165.29,247.93,247.93,247.93,165.29,991.74,-0.42,-0.40,1.14
Ledostomig_NT5E-CALJA-CD73_Light_Chain_1,ledostomig.py,113,6.76,12328.59,58.41,530.97,796.46,619.47,442.48,442.48,353.98,88.50,88.50,796.46,-0.35,-0.36,1.30
Ledostomig_PDCD1-CD279-PD1_Heavy_Chain_2,ledostomig.py,118,8.03,12904.19,50.85,847.46,847.46,677.97,169.49,254.24,338.98,338.98,169.49,1271.19,-0.28,-0.26,1.65
Ledostomig_PDCD1-CD279-PD1_Light_Chain_2,ledostomig.py,107,7.95,11851.16,57.94,467.29,841.12,373.83,373.83,560.75,467.29,93.46,280.37,747.66,-0.43,-0.43,0.82
Lofacimig_F11_Heavy_Chain_1,lofacimig.py,130,6.75,14047.39,56.92,1000.00,769.23,615.38,153.85,153.85,153.85,230.77,153.85,1076.92,-0.32,-0.30,1.65
Lofacimig_F11_Heavy_Chain_2,lofacimig.py,125,4.05,13410.36,58.40,800.00,560.00,640.00,160.00,160.00,240.00,240.00,240.00,1120.00,-0.42,-0.40,1.65
Lorigerlimab_PDCD1-CD279-PD1_Heavy_Chain_1,lorigerlimab.py,119,6.92,13241.64,56.30,672.27,504.20,1008.40,252.10,336.13,252.10,420.17,168.07,756.30,-0.36,-0.34,1.65
Lorigerlimab_PDCD1-CD279-PD1_Light_Chain_1,lorigerlimab.py,111,5.25,11913.17,52.25,540.54,720.72,540.54,360.36,720.72,630.63,90.09,180.18,990.99,-0.30,-0.31,1.66
Lorigerlimab_CTLA4-CD152_Heavy_Chain_2,lorigerlimab.py,118,9.01,13073.47,53.39,593.22,762.71,847.46,169.49,254.24,423.73,338.98,169.49,1101.69,-0.31,-0.29,1.65
Lorigerlimab_CTLA4-CD152_Light_Chain_2,lorigerlimab.py,108,8.07,11661.85,53.70,648.15,833.33,370.37,462.96,648.15,462.96,185.19,0.00,1018.52,-0.31,-0.31,1.66
Mipletamig_IL3RA-CD123_Heavy_Chain_1,mipletamig.py,124,6.49,13350.75,51.61,725.81,887.10,645.16,241.94,161.29,403.23,241.94,241.94,1290.32,-0.19,-0.18,1.33
Mipletamig_IL3RA-CD123_Light_Chain_1,mipletamig.py,114,6.76,12483.74,57.89,526.32,701.75,614.04,438.60,614.04,263.16,175.44,87.72,789.47,-0.43,-0.43,1.28
Mipletamig_CD3E_Heavy_Chain_2,mipletamig.py,121,9.10,13522.91,59.50,578.51,413.22,909.09,247.93,495.87,247.93,247.93,165.29,743.80,-0.55,-0.53,1.65
Mipletamig_CD3E_Light_Chain_2,mipletamig.py,106,8.98,11550.69,59.43,471.70,377.36,471.70,377.36,660.38,283.02,283.02,283.02,849.06,-0.59,-0.59,0.73
Nebratamig1_TNFRSF9-CD137-4-1BB_Heavy_Chain_1,nebratamig1.py,116,9.06,12343.58,54.31,603.45,689.66,689.66,344.83,344.83,172.41,172.41,258.62,1293.10,-0.29,-0.26,1.65
Nebratamig1_TNFRSF9-CD137-4-1BB_Light_Chain_1,nebratamig1.py,111,6.29,11600.78,52.25,900.90,630.63,720.72,450.45,450.45,270.27,90.09,90.09,1171.17,-0.14,-0.14,1.83
Nebratamig1_PDL1-CD274_Heavy_Chain_2,nebratamig1.py,116,7.72,12702.05,54.31,603.45,775.86,689.66,431.03,172.41,86.21,344.83,258.62,1206.90,-0.31,-0.30,1.65
Nebratamig1_PDL1-CD274_Light_Chain_2,nebratamig1.py,110,6.79,11700.81,55.45,818.18,545.45,545.45,454.55,454.55,454.55,90.91,90.91,1000.00,-0.35,-0.35,1.34
Nebratamig2_ROR1_Heavy_Chain_1,nebratamig2.py,122,6.09,13127.47,50.82,737.70,901.64,573.77,491.80,163.93,245.90,245.90,163.93,1393.44,-0.23,-0.21,1.65
Nebratamig2_ROR1_Light_Chain_1,nebratamig2.py,113,4.53,11982.07,55.75,619.47,707.96,619.47,442.48,442.48,353.98,88.50,88.50,1061.95,-0.25,-0.26,1.51
Nebratamig2_CD3D-and-CD3E_Heavy_Chain_2,nebratamig2.py,120,8.72,12803.18,50.83,833.33,750.00,666.67,583.33,166.67,166.67,333.33,166.67,1250.00,-0.14,-0.12,1.65
Nebratamig2_CD3D-and-CD3E_Light_Chain_2,nebratamig2.py,112,7.94,12160.48,54.46,625.00,625.00,625.00,535.71,446.43,535.71,178.57,89.29,892.86,-0.15,-0.16,1.22
Nivatrotamab_GD2_Heavy_Chain_1,nivatrotamab.py,119,9.01,12986.50,49.58,588.24,756.30,1008.40,336.13,336.13,168.07,336.13,252.10,1260.50,-0.15,-0.13,1.86
Nivatrotamab_GD2_Light_Chain_1,nivatrotamab.py,104,6.45,11384.50,57.69,673.08,384.62,769.23,480.77,384.62,576.92,96.15,96.15,769.23,-0.29,-0.29,1.28
Nivatrotamab_CD3E_Heavy_Chain_2,nivatrotamab.py,119,9.22,13686.13,59.66,336.13,588.24,672.27,252.10,420.17,420.17,252.10,168.07,924.37,-0.68,-0.66,1.22
Nivatrotamab_CD3E_Light_Chain_2,nivatrotamab.py,106,7.89,11532.62,60.38,471.70,377.36,377.36,566.04,566.04,377.36,283.02,188.68,754.72,-0.40,-0.41,1.02
Obertamig_CD3E_Heavy_Chain_1,obertamig.py,120,9.30,13601.94,59.17,500.00,916.67,750.00,250.00,416.67,250.00,416.67,0.00,583.33,-0.46,-0.45,1.65
Obertamig_CD3E_Light_Chain_1,obertamig.py,110,9.01,11394.52,55.45,636.36,818.18,636.36,363.64,454.55,272.73,90.91,0.00,1181.82,-0.22,-0.23,1.44
Obertamig_HLA-G_Heavy_Chain_2,obertamig.py,125,9.23,13815.25,56.00,560.00,800.00,800.00,480.00,480.00,80.00,400.00,0.00,800.00,-0.37,-0.36,1.65
Obertamig_HLA-G_Light_Chain_2,obertamig.py,113,6.91,12441.71,58.41,442.48,707.96,619.47,442.48,619.47,353.98,176.99,88.50,707.96,-0.45,-0.46,1.28
Obrindatamab_B7H3-CD276_Heavy_Chain_1,obrindatamab.py,122,6.85,13389.68,54.10,655.74,737.70,737.70,327.87,163.93,327.87,245.90,163.93,1229.51,-0.31,-0.29,1.22
Obrindatamab_B7H3-CD276_Light_Chain_1,obrindatamab.py,107,8.59,11786.93,58.88,654.21,560.75,467.29,467.29,560.75,560.75,93.46,0.00,747.66,-0.45,-0.45,0.93
Obrindatamab_CD3E_Heavy_Chain_2,obrindatamab.py,125,8.92,13956.38,55.20,640.00,720.00,880.00,160.00,160.00,400.00,320.00,160.00,1040.00,-0.35,-0.33,1.65
Obrindatamab_CD3E_Light_Chain_2,obrindatamab.py,109,9.10,11393.67,46.79,1100.92,917.43,733.94,183.49,550.46,183.49,366.97,0.00,1284.40,-0.12,-0.14,1.44
Ompekimig1_IL13_Heavy_Chain_1,ompekimig1.py,118,6.47,12759.07,51.69,762.71,932.20,762.71,169.49,254.24,338.98,254.24,169.49,1186.44,-0.16,-0.14,1.65
Ompekimig1_IL13_Light_Chain_1,ompekimig1.py,111,5.55,12127.28,56.76,450.45,630.63,540.54,450.45,540.54,450.45,270.27,90.09,900.90,-0.45,-0.46,0.93
Ompekimig1_IL4_Heavy_Chain_2,ompekimig1.py,121,6.86,13799.37,56.20,330.58,909.09,743.80,247.93,495.87,413.22,413.22,165.29,661.16,-0.38,-0.38,1.22
Ompekimig1_IL4_Light_Chain_2,ompekimig1.py,111,4.73,11941.00,58.56,540.54,540.54,450.45,450.45,630.63,360.36,90.09,180.18,900.90,-0.57,-0.57,1.54
Opamistomig_PDL1-CD274_Heavy_Chain_1,opamistomig.py,119,8.01,13206.46,58.82,336.13,756.30,756.30,336.13,336.13,252.10,336.13,0.00,1008.40,-0.35,-0.34,1.22
Opamistomig_PDL1-CD274_Light_Chain_1,opamistomig.py,107,8.96,11767.03,57.94,560.75,560.75,467.29,467.29,560.75,467.29,93.46,186.92,841.12,-0.46,-0.46,0.93
Opamistomig_TNFRSF9-CD137-4-1BB_Heavy_Chain_2,opamistomig.py,124,9.00,13802.34,55.65,645.16,725.81,887.10,161.29,161.29,241.94,322.58,241.94,1048.39,-0.31,-0.31,1.76
Opamistomig_TNFRSF9-CD137-4-1BB_Light_Chain_2,opamistomig.py,111,6.27,11677.60,60.36,360.36,450.45,900.90,360.36,450.45,270.27,90.09,0.00,1081.08,-0.29,-0.30,1.52
Opugotamig_FOLR1_Heavy_Chain_1,opugotamig.py,118,6.91,13102.47,56.78,593.22,508.47,847.46,254.24,254.24,423.73,254.24,254.24,932.20,-0.39,-0.37,1.22
Opugotamig_FOLR1_Light_Chain_1,opugotamig.py,111,6.91,12061.44,53.15,810.81,900.90,450.45,540.54,630.63,360.36,90.09,90.09,810.81,-0.24,-0.24,1.66
Opugotamig_FOLR1_Heavy_Chain_2,opugotamig.py,118,8.90,12785.27,53.39,762.71,762.71,677.97,254.24,169.49,338.98,254.24,338.98,1101.69,-0.16,-0.14,1.65
Opugotamig_FOLR1_Light_Chain_2,opugotamig.py,108,6.09,11888.08,58.33,185.19,740.74,555.56,555.56,648.15,370.37,185.19,92.59,833.33,-0.47,-0.47,1.66
Ozoralizumab_TNF-TNFA_Heavy_Chain_1,ozoralizumab.py,115,8.67,12608.00,52.17,521.74,869.57,782.61,260.87,434.78,347.83,260.87,173.91,1130.43,-0.32,-0.30,1.65
Ozoralizumab_ALB_Heavy_Chain_2,ozoralizumab.py,115,8.08,12113.37,53.04,521.74,956.52,782.61,260.87,260.87,347.83,173.91,173.91,1217.39,-0.10,-0.08,1.65
Pacanalotamab_TNFRSF17-CD269-BCMA-TNFRSF13A_Heavy_Chain_1,pacanalotamab.py,121,6.31,13524.86,57.85,661.16,495.87,909.09,247.93,330.58,165.29,247.93,247.93,909.09,-0.47,-0.45,1.65
Pacanalotamab_TNFRSF17-CD269-BCMA-TNFRSF13A_Light_Chain_1,pacanalotamab.py,107,6.75,11793.98,58.88,373.83,654.21,373.83,654.21,560.75,373.83,186.92,93.46,841.12,-0.45,-0.45,0.82
Pacanalotamab_CD3E_Heavy_Chain_2,pacanalotamab.py,125,9.08,14025.48,56.00,800.00,640.00,800.00,240.00,160.00,320.00,320.00,160.00,960.00,-0.44,-0.42,1.65
Pacanalotamab_CD3E_Light_Chain_2,pacanalotamab.py,109,8.70,11292.60,44.95,642.20,1009.17,917.43,91.74,733.94,275.23,275.23,0.00,1559.63,-0.07,-0.08,1.44
Pasotuxizumab_FOLH1-GCPII-PSMA_Heavy_Chain_1,pasotuxizumab.py,121,7.92,13450.05,50.41,743.80,909.09,661.16,413.22,247.93,330.58,247.93,247.93,1157.02,-0.15,-0.13,1.65
Pasotuxizumab_FOLH1-GCPII-PSMA_Light_Chain_1,pasotuxizumab.py,107,5.08,11727.70,62.62,654.21,373.83,560.75,467.29,467.29,373.83,93.46,93.46,654.21,-0.51,-0.51,0.98
Pasotuxizumab_CD3E_Heavy_Chain_2,pasotuxizumab.py,125,9.08,14025.48,56.00,800.00,640.00,800.00,240.00,160.00,320.00,320.00,160.00,960.00,-0.44,-0.42,1.65
Pasotuxizumab_CD3E_Light_Chain_2,pasotuxizumab.py,109,8.70,11292.60,44.95,642.20,1009.17,917.43,91.74,733.94,275.23,275.23,0.00,1559.63,-0.07,-0.08,1.44
Pasritamig_KLK2-KLK2A2-hGK-1-hK2_Heavy_Chain_1,pasritamig.py,125,7.92,13536.98,54.40,320.00,640.00,960.00,480.00,480.00,240.00,320.00,80.00,1040.00,-0.08,-0.08,1.70
Pasritamig_KLK2-KLK2A2-hGK-1-hK2_Light_Chain_1,pasritamig.py,107,8.64,11548.83,54.21,654.21,747.66,373.83,560.75,560.75,560.75,93.46,93.46,934.58,-0.19,-0.19,1.74
Pasritamig_CD3E_Heavy_Chain_2,pasritamig.py,116,8.65,12730.04,52.59,603.45,775.86,689.66,258.62,258.62,431.03,344.83,172.41,1206.90,-0.29,-0.27,1.65
Pasritamig_CD3E_Light_Chain_2,pasritamig.py,107,9.01,11616.87,57.01,560.75,560.75,280.37,747.66,560.75,373.83,186.92,93.46,934.58,-0.40,-0.40,0.93
Pavurutamab_TNFRSF17-CD269-BCMA-TNFRSF13A_Heavy_Chain_1,pavurutamab.py,121,6.30,13570.96,58.68,661.16,495.87,909.09,247.93,330.58,165.29,247.93,247.93,826.45,-0.45,-0.43,1.65
Pavurutamab_TNFRSF17-CD269-BCMA-TNFRSF13A_Light_Chain_1,pavurutamab.py,107,6.75,11769.00,58.88,373.83,654.21,373.83,654.21,560.75,373.83,186.92,93.46,841.12,-0.40,-0.40,0.82
Pavurutamab_CD3E_Heavy_Chain_2,pavurutamab.py,125,9.08,14025.48,56.00,800.00,640.00,800.00,240.00,160.00,320.00,320.00,160.00,960.00,-0.44,-0.42,1.65
Pavurutamab_CD3E_Light_Chain_2,pavurutamab.py,109,8.70,11292.60,44.95,642.20,1009.17,917.43,91.74,733.94,275.23,275.23,0.00,1559.63,-0.07,-0.08,1.44
Plamotamab_MS4A1-CD20_Heavy_Chain_1,plamotamab.py,121,8.56,13266.63,54.55,826.45,413.22,909.09,247.93,247.93,247.93,330.58,247.93,1074.38,-0.33,-0.31,1.65
Plamotamab_MS4A1-CD20_Light_Chain_1,plamotamab.py,106,9.04,11353.56,55.66,471.70,566.04,660.38,566.04,754.72,377.36,188.68,0.00,849.06,-0.26,-0.26,1.66
Plamotamab_CD3E_Heavy_Chain_2,plamotamab.py,125,8.94,13911.34,53.60,720.00,720.00,880.00,160.00,160.00,400.00,320.00,160.00,1120.00,-0.31,-0.29,1.65
Plamotamab_CD3E_Light_Chain_2,plamotamab.py,112,9.04,11569.84,47.32,892.86,803.57,803.57,178.57,714.29,178.57,267.86,0.00,1428.57,-0.24,-0.21,1.20
Podentamig1_TNFRSF17-BCM-BCMA-CD269-TNFRSF13A_Heavy_Chain_1,podentamig1.py,119,8.64,13049.42,53.78,672.27,756.30,756.30,420.17,504.20,168.07,252.10,84.03,1008.40,-0.37,-0.36,1.22
Podentamig1_ALB_Heavy_Chain_2,podentamig1.py,115,8.72,12166.52,52.17,521.74,956.52,869.57,260.87,260.87,347.83,173.91,173.91,1217.39,-0.08,-0.06,1.65
